ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;TEXTE;MOTS_CLES;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0065;Twitter;jfcoulomme;LFI-NFP;2025-06-14;P7_cessez_feu;"Macron a décidément vendu la France aux USA et à Israël.
C'est même plus Mac Kinsay qui lui écrit ses mots, c'est direct Trump-Nyahou... quelle ventri-loque !
À la Libération, il nous faudra racheter la Liberté, tellement même ça,  même ELLE, il leur a vendue...";israel;;;;;
0066;Assemblee;M. Éric Coquerel;LFI;2024-02-06;P3_post_cij;dans un mois l interrogation ne sera de toute facon plus de mise car l unrwa l office de secours et de travaux des nations unies pour les refugies de palestine dans le proche orient la seule institution humanitaire et administrative presente pourrait s arreter faute de financements pour raphael pitti si l unrwa s arrete la population est condamnee;palestine, unrwa, nations unies;;;;;
0067;Assemblee;M. Olivier Véran;Gouvernement;2023-11-07;P2_offensive;il y avait un antisemitisme pernicieux insidieux parfois revele par des actes antisemites je rappelle que la france deplorait deja plusieurs centaines d actes de cette nature chaque annee dans l esprit de certains croit desormais l idee que cet antisemitisme aurait vocation a exploser au grand jour comme s il etait legitime par le conflit israelo palestinien;israel, palestinien, antisemitisme, antisemite, legitime;;;;;
0068;Assemblee;M. Nicolas Forissier;LR;2025-10-29;P7_cessez_feu;les choses avancent madame la deputee et tous les points de passage vers l enclave seront desormais ouverts par les autorites israeliennes;israelien, israel, israeliennes, israelienne;;;;;
0069;Twitter;olivierfalorni;MODEM;2023-11-28;P2_offensive;Soulagement de retrouver 3 de nos jeunes compatriotes parmi les otages libérés hier soir: Erez(12ans), Eithan(12ans) et Sahar(16 ans) qui ont vécu l’enfer durant 7 semaines. Il reste néanmoins beaucoup d’otages retenus par les barbares du Hamas. Nous pensons à eux plus que jamais;hamas, otage, otages;;;;;
0070;Twitter;deputee_obono;LFI-NFP;2024-03-24;P3_post_cij;"🎥#RecapDeLaSemaine
➡️A l’Assemblée : réunion ""J'y suis, j'y vote"", colloque sur la lutte contre le racisme en France et en Europe
➡️En circo : AG LFI, rencontre d'association
➡️En déplacement : visite d'un tiers lieu, soutien de candidate, manif #Gaza, réunion publique antifa";gaza;;;;;
0071;Assemblee;Mme Caroline Parmentier;RN;2023-12-12;P2_offensive;apres vos sorties contre les chaines c8 et cnews auxquelles vous vouliez retirer leurs frequences apres vos commentaires au sujet du respect des valeurs republicaines par la presse apres votre reaction tres genee au sujet du traitement des attaques du hamas par l agence france presse afp;hamas;;;;;
0072;Twitter;portes_thomas;LFI-NFP;2025-05-27;P7_cessez_feu;Pendant que le gouvernement irlandais va présenter un projet de loi visant à interdire l'importation de marchandises en provenance des colonies israéliennes, jugées illégales par l'ONU, en France Bayrou refuse UN DÉBAT sur la situation à Gaza. La honte internationale.;israelien, israel, gaza, israeliennes, israelienne, illegal, onu, illegale, colonies;;;;;
0073;Twitter;dupontaignan;NI;2023-02-24;P0_pre_7oct;Afghanistan, Sahara occidental, Palestine, Yémen …si à chaque conflit territorial, aussi tragique soit-il, l’Occident était devenu cobelligérant en livrant des armes et en poussant à la guerre totale, la planète aurait disparu depuis longtemps !;palestine;;;;;
0074;Twitter;elsafaucillon;GDR;2025-06-10;P7_cessez_feu;"Ce n’est pas un fait inédit.

En 2009, l’armée israélienne avait déjà pris pour cible la flottille, causant la mort de 9 militants pacifistes à bord du Mavi Marmara.

En 2011, notre collègue Jean-Paul Lecoq avait lui-même rejoint cette mission visant à lever le blocus illégal de Gaza.";israelien, israel, gaza, israelienne, illegal, armee israelienne, blocus;;;;;
0075;Assemblee;Mme Alice Rufo;inconnu;2025-12-16;P7_cessez_feu;croyez bien que la france partage votre souci que soit respectes le droit international et l accord de cessez le feu pour soutenir les populations civiles et repondre aux besoins humanitaires le cas que vous evoquez concerne directement le ministere des armees je me suis assuree encore ce matin que les procedures de controle des exportations avaient ete appliquees conformement a notre doctrine cette doctrine vous la connaissez aucune arme francaise ne doit etre livree a l armee israelienne j ajoute qu aucun composant ne doit pouvoir etre utilise pour entretenir le conflit et viser les populations civiles;israelien, israel, israelienne, armee israelienne, droit international;;;;;
0076;Twitter;alma_dufour;LFI-NFP;2025-06-25;P7_cessez_feu;"Je disais tout à l’heure qu’il était impossible de se fier à Macron en droit international.

Bayrou le démontre encore ce soir en légitimant l’attaque de l’Iran en violation du droit international sans aucune vision stratégique, sans une parole pour les Iraniens.

Le génocide à Gaza ? ""C’est la faute de Poutine, nous restons solidaires d’Israël"".

George W. Bush était présent parmi nous ce soir.";israel, gaza, droit international, genocide;;;;;
0077;Twitter;h2lepinau;RN;2023-10-10;P1_choc;« L'offensive armée des forces palestiniennes menée par le Hamas intervient dans un contexte d'intensification de la politique d'occupation israélienne » Communiqué abjecte du groupe #LFI du 7 octobre. Relativiser l’inacceptable: ces élus d’#ExtremeGauche sont des collabos #Hamas;israelien, israel, palestiniennes, palestinien, hamas, palestinienne, israelienne, 7 octobre, occupation;;;;;
0078;Twitter;mathildepanot;LFI-NFP;2024-01-26;P3_post_cij;"🇵🇸 Décision historique de la Cour Internationale de Justice, qui établit très clairement le risque génocidaire dans la bande de Gaza, et impose des mesures conservatoires immédiates à Israël.

Netenyahou devra maintenant rendre des comptes de ses crimes de guerre devant la justice internationale. 

Les États signataires de la Convention contre le génocide dont la France, doivent désormais prendre leurs responsabilités. 

Cessez le feu à Gaza !";israel, gaza, bande de gaza, genocide, cour internationale de justice, crimes de guerre;;;;;
0079;Assemblee;M. Jérôme Guedj;SOC;2023-10-30;P1_choc;la guerre s enlise en ukraine et personne n a oublie les massacres de boutcha nous avons aussi a l esprit les pogroms du 7 octobre en israel les otages detenus dont il faut sans relache exiger la liberation l explosion des actes antisemites en france et partout dans le monde comme au daghestan hier la terrible essentialisation du conflit;israel, 7 octobre, antisemite, otage, otages, massacre;;;;;
0080;Twitter;jeromeguedj;PS-NFP;2025-09-23;P7_cessez_feu;"Enfant d’Oslo, j’ai rêvé puis désespéré d’une paix conclue entre Israéliens et Palestiniens permettant la création d’un État palestinien et la reconnaissance d’Israël par les pays arabes. 
La reconnaissance par la France est nécessaire mais pas suffisante.";palestiniens, israelien, israel, israeliens, palestinien, etat palestinien;;;;;
0081;Twitter;caroiteleonore;inconnu;2025-10-13;P7_cessez_feu;"Immense soulagement après la libération, ce matin, de 20 otages #israéliens retenus depuis plus de deux ans dans la bande de #Gaza. 
C’est un espoir qui s’élève en faveur d’une paix durable dans la région. 
La #France y prendra toute sa part.";israelien, israel, israeliens, gaza, otage, otages;;;;;
0082;Twitter;sandrousseau;ECO;2024-04-26;P3_post_cij;"A #Gaza la situation est si grave qu’il est normal et légitime que la jeunesse se mobilise et demande le respect du droit international, le cessez-le-feu et le respect des civils. 
C’est normal et légitime. 
La vie des otages est elle-même menacée par ce qui s’y passe.";gaza, droit international, civils, otage, otages, legitime, cessez-le-feu;;;;;
0083;Twitter;deputee_obono;LFI-NFP;2025-09-21;P7_cessez_feu;"Le « en même temps » macroniste façon Hidalgo. 
Victime et bourreau au même plan, pendant que le génocide continue à #Gaza et la colonisation en Cisjordanie.
La paix sans la justice, c'est-à-dire la continuation de la domination.
La « gauche » coloniale dans toute son indignité.";gaza, cisjordanie, genocide, colonisation;;;;;
0084;Twitter;arnaultraphael;LFI-NFP;2025-10-10;P7_cessez_feu;"Considéré comme le numéro 2 du parti, David Rachline en pleine affaire de « prise illégale d’intérêts » se prend en photo avec toute l’équipe amie de Marine Le Pen et ouvertement fan du IIIème Reich.

Va falloir nettoyer ce pays de tous ces nazis qui prétendent au pouvoir ↙️↙️↙️";illegal, illegale;;;;;
0085;Twitter;fabien_roussel;GDR;2025-05-26;P7_cessez_feu;"Interdisons au gouvernement israélien de venir faire son marché d'armes ici à Paris pour ensuite faire pleuvoir les bombes sur les enfants de Gaza.

J'appelle nos binationaux à interroger leur conscience. 
Ne participez pas à ces massacres. 
Ne participez pas à ce genocide !";israelien, israel, gaza, gouvernement israelien, genocide, massacre;;;;;
0086;Assemblee;M. Pierre Pribetich;PS-NFP;2025-06-17;P7_cessez_feu;monsieur le premier ministre a la veille du 18 juin quelle est la voix de la france il y a quelques jours 200 avions de chasse israeliens ont frappe en iran des sites impliques dans le programme d enrichissement nucleaire de ce pays il est clair pour nous que la poursuite de ce programme par l iran represente une menace existentielle pour israel et sa population acteur de destabilisation de la region l iran triche en continuant d augmenter sa production d uranium enrichi comme l a demontre le dernier rapport de l agence internationale de l energie atomique pendant le quinquennat de francois hollande de longues negociations avaient ete lancees par laurent fabius afin que l iran ne puisse acceder a l arme nucleaire donald trump a dechire et brise cet accord permettant a l iran de poursuivre ...;israelien, israel, israeliens, gaza, netanyahou, legitime;;;;;
0087;Assemblee;Mme Nathalie Oziol;LFI;2024-05-21;P4_rafah;ainsi que les offensives en cisjordanie se poursuivent l aide humanitaire est bloquee par le gouvernement israelien aux portes de gaza;israelien, israel, gaza, gouvernement israelien, cisjordanie, aide humanitaire;;;;;
0088;Assemblee;Mme Gabrielle Cathala;LFI-NFP;2025-11-13;P7_cessez_feu;ce que nous venons d entendre de la part de mme yadan illustre bien ses traditionnelles prises de parole racistes et vous alors sur les bancs du groupe rn et pathetiques des qu il s agit du peuple palestinien applaudissements sur les bancs du groupe lfi nfp les engagements internationaux de la france l obligent a respecter la convention pour la prevention et la repression du crime de genocide de 1948 le statut de rome etablissant la cour penale internationale cpi memes mouvements et la commission d enquete internationale independante du conseil des droits de l homme cdh de l onu qui a etabli que quatre des cinq criteres d un genocide etaient reunis mais elle pratique une politique de deux poids deux mesures permanente comme lorsque m macron lui meme repond a m meyer habib pour lui indiquer...;israelien, israel, israeliens, netanyahou, palestinien, cpi, onu, genocide, cour penale internationale;;;;;
0089;Twitter;mathildepanot;LFI-NFP;2025-10-13;P7_cessez_feu;"LIBRE ! 🇵🇸

#FreePalestine";palestine;;;;;
0090;Twitter;gabrielattal;EPR;2025-03-15;P7_cessez_feu;"Aujourd’hui à Bethléem, en Cisjordanie, j’ai échangé avec des acteurs associatifs, humanitaires, économiques, culturels, cultuels et institutionnels palestiniens. 

À l’écoute de leur quotidien, convaincu de l’espérance partagée, d’une solution respectant les droits et l’avenir de chacun.";palestiniens, palestinien, cisjordanie;;;;;
0091;Twitter;deputee_obono;LFI-NFP;2025-03-18;P7_cessez_feu;"🇵🇸 Le génocide continue à Gaza. Notre mobilisation aussi. 
#CessezLeFeu #FreePalestine";palestine, gaza, genocide;;;;;
0092;Twitter;caronaymericoff;LFI-NFP;2025-04-09;P7_cessez_feu;"Ah il ne manquait que le @Le_CRIF et @Yonathan_Arfi, que j’aurais pu citer hier parmi les complices du génocide en cours à Gaza. 
Ils sont toujours là pour justifier les crimes de l’armée israélienne.
Les mots que j’utilise sont validés par les historiens et les spécialistes du sujet, parmi lesquels Omer Bartov.
C’est vous l’ignorant, @Yonathan_Arfi, qui ne connaissez pas bien un sujet qui ne vous autorise pas à préempter des concepts (au passage, preuve de votre ignorance du vocabulaire, Auschw...";israelien, israel, gaza, israelienne, armee israelienne, crif, genocide;;;;;
0093;Twitter;louisboyard;LFI-NFP;2024-05-28;P4_rafah;"Deux semaines d’exclusion de l’Assemblée contre @sebastiendelogu.

Pour avoir brandit le drapeau Palestinien.

Le drapeau d’un peuple victime de génocide.

Devant le Gouvernement français qui détourne les yeux.

Le soutien total et inconditionnel de @YaelBRAUNPIVET est dégoûtant.";palestinien, genocide;;;;;
0094;Twitter;julienodoul;RN;2025-07-21;P7_cessez_feu;"Ce n’est pas la flottille de la liberté, mais celle de l’indécence.

J’aimerais que la @FranceInsoumise parte en croisière pour exiger la libération des otages et l'éradication du #Hamas, mais tout ça n’est qu’un coup de communication au service de l’agenda de #LFI.";hamas, otage, otages;;;;;
0095;Twitter;eciotti;UDR;2025-08-28;P7_cessez_feu;"Au monument aux morts de Rauba-Capeù de Nice pour honorer la mémoire des résistants libérateurs de Nice. Grace à eux, le joug de la barbarie s’arrêtait le 28 août 1944.

Il y a 81 ans, des hommes et des femmes ont fait le sacrifice de leur vie pour que Nice redevienne elle même.";crif, onu;;;;;
